boundary_index	chrom	boundary_end	index	num_ctcf	span	boundary_start	strand	start	end	boSCD_m1_avg	cross_m1_avg	dot_m1_avg	dotSCD_m1_avg	x_m1_avg	boSCD_m2_avg	cross_m2_avg	dot_m2_avg	dotSCD_m2_avg	x_m2_avg	boSCD_avg	cross_avg	dot_avg	dotSCD_avg	x_avg	seq_id
0	chr1	4410000	0	2	4403267-4403286	4400000	-	4403267	4403286	10.501266558406144	-6.780774505050078e-05	0.14164877732594808	10.765694025270548	-0.0004177821124041522	7.574076907968681	-3.240152641578946e-05	0.09294324715932212	7.766934116722908	-0.0007625166751720287	9.037671733187413	-5.010463573314512e-05	0.1172960122426351	9.266314070996728	-0.0005901493937880905	0
1	chr1	4780000	4	10	4770055-4770074	4770000	+	4770055	4770074	58.52476613126487	0.6144527407045718	10.387825520833333	57.463692023172726	0.839163976598669	45.61610498239094	0.5571654086642794	9.037896728515623	49.88073305390735	0.744776983473036	52.0704355568279	0.5858090746844256	9.712861124674479	53.67221253854004	0.7919704800358525	1
1	chr1	4780000	5	10	4770180-4770199	4770000	-	4770180	4770199	10.162846208268208	0.0001585615122759785	0.1606281081835429	10.162053019803503	-0.00017437376799406861	7.0711049141443025	0.0003885637168531065	0.12257635990778606	7.065541795832585	0.00047678361115632205	8.616975561206255	0.0002735626145645425	0.14160223404566447	8.613797407818044	0.00015120492158112673	2
1	chr1	4780000	6	10	4770867-4770886	4770000	+	4770867	4770886	10.168139342597481	0.00018443034754859076	0.16096996665000918	10.1639955460058	-0.00013427456219991055	7.071378172810552	0.0003710961783373799	0.12231701413790386	7.06853194373141	0.00048025628372474967	8.619758757704016	0.00027776326294298535	0.14164349039395652	8.616263744868604	0.00017299086076241955	3
1	chr1	4780000	7	10	4773435-4773454	4770000	+	4773435	4773454	10.182965418111284	7.608190730766047e-05	0.15858175655206044	10.169414615704836	-0.00025861976323304374	7.0666489500139535	0.0001736714663328948	0.11897691090901694	7.075236675360772	0.00019801940741362399	8.624807184062618	0.00012487668682027763	0.1387793337305387	8.622325645532804	-3.0300177909709877e-05	4
1	chr1	4780000	9	10	4775739-4775758	4770000	+	4775739	4775758	10.18891206465713	0.0001116888611404979	0.15822979708512624	10.185821826297008	-0.00018307516751465952	7.074984183687837	0.00023761233521832375	0.11784706711769104	7.074639632192411	0.00019029439820183658	8.631948124172483	0.00017465059817941083	0.13803843210140865	8.63023072924471	3.6096153435885282e-06	5
1	chr1	4780000	10	10	4777268-4777287	4770000	-	4777268	4777287	12.545208156503634	0.0001664238726651229	0.130091600616773	11.17991672022626	-0.00023306033787903976	7.574630950964178	-0.0007106305714006778	0.07916467587153117	7.736949989558068	-0.0018108081111201531	10.059919553733906	-0.00027210334936777743	0.10462813824415208	9.458433354892163	-0.0010219342244995964	6
1	chr1	4780000	11	10	4777427-4777446	4770000	-	4777427	4777446	10.19412016878849	0.00011442502339680999	0.1579104661941528	10.194569102754476	-0.00016798708173963763	7.073575265412565	0.00013899624347686758	0.1150166153907776	7.087840564601853	1.1298921373153742e-06	8.633847717100528	0.00012671063343683877	0.1364635407924652	8.641204833678165	-8.342859480116113e-05	7
3	chr1	5910000	22	4	5905000-5905019	5900000	-	5905000	5905019	55.61356788829219	0.43401193689416956	7.290873209635417	52.96623587684455	0.5859706843340838	48.021451977856195	0.433536376953125	7.349560546875	50.435495564481336	0.5892949625651042	51.81750993307419	0.4337741569236473	7.320216878255208	51.70086572066295	0.587632823449594	8
3	chr1	5910000	23	4	5905410-5905429	5900000	+	5905410	5905429	10.173071224308373	0.00023601558473375085	0.16099740266799928	10.163418736675634	-4.451979531182127e-05	7.069226169203844	0.0003781422200026336	0.12160600622495017	7.069741824615955	0.00046107780491864254	8.621148696756109	0.00030707890236819223	0.14130170444647472	8.616580280645795	0.00020827900480341064	9
3	chr1	5910000	24	4	5905663-5905682	5900000	-	5905663	5905682	10.167808726914423	0.00018130997816721668	0.1604640781879425	10.16981164616563	-0.00013765313890245177	7.070709622083567	0.0003412563740103335	0.12149130900700889	7.07016491771468	0.0004587796617437293	8.619259174498994	0.0002612831760887751	0.1409776935974757	8.619988281940156	0.00016056326142063876	10
4	chr1	6200000	27	5	6190724-6190743	6190000	-	6190724	6190743	17.388541862935405	0.0007807378415708189	0.10845711628595989	17.28686070558246	0.0008838935604801885	13.65096135207473	-0.000535163344056518	0.059650590022404984	11.49558641801171	-0.0011721948429390238	15.519751607505068	0.00012278724875715042	0.08405385315418243	14.391223561797084	-0.00014415064122941766	11
4	chr1	6200000	28	5	6191534-6191553	6190000	-	6191534	6191553	10.165770860404571	0.00016190654701656764	0.16059694588184353	10.171886228537769	-0.00013566866185930025	7.067386624136556	0.0003451757188196535	0.12056337197621665	7.0738430065819005	0.00044014462718257216	8.616578742270564	0.0002535411329181106	0.14058015892903009	8.622864617559834	0.00015223798266163595	12
4	chr1	6200000	29	5	6195874-6195893	6190000	-	6195874	6195893	10.177686619118871	8.599552843305807e-05	0.15795672535896305	10.177197969348173	-0.00024029037687513526	7.065866084847011	0.0002840099400944184	0.1204923927783966	7.072688363362827	0.00037801885604858427	8.621776351982941	0.00018500273426373822	0.1392245590686798	8.6249431663555	6.886423958672451e-05	13
9	chr1	9550000	55	13	9545333-9545352	9540000	-	9545333	9545352	49.40867504399902	0.4198077865883156	6.892790762583415	49.53107812255801	0.5628561467771178	32.867362529371405	0.37178537439416953	5.985001627604167	43.454247701531635	0.4955361966733579	41.13801878668521	0.39579658049124256	6.4388961950937915	46.49266291204482	0.5291961717252378	14
9	chr1	9550000	56	13	9546139-9546158	9540000	-	9546139	9546158	10.171057510214283	0.0002267916997273765	0.16040722131729127	10.1634783290299	-6.627444426218616e-05	7.0728014628634694	0.00042637612256738865	0.1221832752227783	7.060375664577566	0.000516518751780192	8.621929486538876	0.00032658391114738256	0.14129524827003478	8.611926996803733	0.00022512215375900294	15
