out_folder	locus_specification	shuffle_parameter	ctcf_selection_threshold	mutation_method	GC_content
data	chr3,79816704,81127424	2	4	permute_whole_seq	0.34930572509765623
data	chr3,79816704,81127424	2	4	randomise_whole_seq	0.34930572509765623
data	chr3,79816704,81127424	2	4	mask_motif	0.34930572509765623
data	chr3,79816704,81127424	2	4	permute_motif	0.34930572509765623
data	chr3,79816704,81127424	2	4	randomise_motif	0.34930572509765623
data	chr3,79816704,81127424	2	8	permute_whole_seq	0.34930572509765623
data	chr3,79816704,81127424	2	8	randomise_whole_seq	0.34930572509765623
data	chr3,79816704,81127424	2	8	mask_motif	0.34930572509765623
data	chr3,79816704,81127424	2	8	permute_motif	0.34930572509765623
data	chr3,79816704,81127424	2	8	randomise_motif	0.34930572509765623
data	chr3,79816704,81127424	2	12	permute_whole_seq	0.34930572509765623
data	chr3,79816704,81127424	2	12	randomise_whole_seq	0.34930572509765623
data	chr3,79816704,81127424	2	12	mask_motif	0.34930572509765623
data	chr3,79816704,81127424	2	12	permute_motif	0.34930572509765623
data	chr3,79816704,81127424	2	12	randomise_motif	0.34930572509765623
data	chr3,79816704,81127424	4	4	permute_whole_seq	0.34930572509765623
data	chr3,79816704,81127424	4	4	randomise_whole_seq	0.34930572509765623
data	chr3,79816704,81127424	4	4	mask_motif	0.34930572509765623
data	chr3,79816704,81127424	4	4	permute_motif	0.34930572509765623
data	chr3,79816704,81127424	4	4	randomise_motif	0.34930572509765623
data	chr3,79816704,81127424	4	8	permute_whole_seq	0.34930572509765623
data	chr3,79816704,81127424	4	8	randomise_whole_seq	0.34930572509765623
data	chr3,79816704,81127424	4	8	mask_motif	0.34930572509765623
data	chr3,79816704,81127424	4	8	permute_motif	0.34930572509765623
data	chr3,79816704,81127424	4	8	randomise_motif	0.34930572509765623
data	chr3,79816704,81127424	4	12	permute_whole_seq	0.34930572509765623
data	chr3,79816704,81127424	4	12	randomise_whole_seq	0.34930572509765623
data	chr3,79816704,81127424	4	12	mask_motif	0.34930572509765623
data	chr3,79816704,81127424	4	12	permute_motif	0.34930572509765623
data	chr3,79816704,81127424	4	12	randomise_motif	0.34930572509765623
data	chr3,79816704,81127424	8	4	permute_whole_seq	0.34930572509765623
data	chr3,79816704,81127424	8	4	randomise_whole_seq	0.34930572509765623
data	chr3,79816704,81127424	8	4	mask_motif	0.34930572509765623
data	chr3,79816704,81127424	8	4	permute_motif	0.34930572509765623
data	chr3,79816704,81127424	8	4	randomise_motif	0.34930572509765623
data	chr3,79816704,81127424	8	8	permute_whole_seq	0.34930572509765623
data	chr3,79816704,81127424	8	8	randomise_whole_seq	0.34930572509765623
data	chr3,79816704,81127424	8	8	mask_motif	0.34930572509765623
data	chr3,79816704,81127424	8	8	permute_motif	0.34930572509765623
data	chr3,79816704,81127424	8	8	randomise_motif	0.34930572509765623
data	chr3,79816704,81127424	8	12	permute_whole_seq	0.34930572509765623
data	chr3,79816704,81127424	8	12	randomise_whole_seq	0.34930572509765623
data	chr3,79816704,81127424	8	12	mask_motif	0.34930572509765623
data	chr3,79816704,81127424	8	12	permute_motif	0.34930572509765623
data	chr3,79816704,81127424	8	12	randomise_motif	0.34930572509765623
data	chr3,104665088,105975808	2	4	permute_whole_seq	0.35720367431640626
data	chr3,104665088,105975808	2	4	randomise_whole_seq	0.35720367431640626
data	chr3,104665088,105975808	2	4	mask_motif	0.35720367431640626
data	chr3,104665088,105975808	2	4	permute_motif	0.35720367431640626
data	chr3,104665088,105975808	2	4	randomise_motif	0.35720367431640626
data	chr3,104665088,105975808	2	8	permute_whole_seq	0.35720367431640626
data	chr3,104665088,105975808	2	8	randomise_whole_seq	0.35720367431640626
data	chr3,104665088,105975808	2	8	mask_motif	0.35720367431640626
data	chr3,104665088,105975808	2	8	permute_motif	0.35720367431640626
data	chr3,104665088,105975808	2	8	randomise_motif	0.35720367431640626
data	chr3,104665088,105975808	2	12	permute_whole_seq	0.35720367431640626
data	chr3,104665088,105975808	2	12	randomise_whole_seq	0.35720367431640626
data	chr3,104665088,105975808	2	12	mask_motif	0.35720367431640626
data	chr3,104665088,105975808	2	12	permute_motif	0.35720367431640626
data	chr3,104665088,105975808	2	12	randomise_motif	0.35720367431640626
data	chr3,104665088,105975808	4	4	permute_whole_seq	0.35720367431640626
data	chr3,104665088,105975808	4	4	randomise_whole_seq	0.35720367431640626
data	chr3,104665088,105975808	4	4	mask_motif	0.35720367431640626
data	chr3,104665088,105975808	4	4	permute_motif	0.35720367431640626
data	chr3,104665088,105975808	4	4	randomise_motif	0.35720367431640626
data	chr3,104665088,105975808	4	8	permute_whole_seq	0.35720367431640626
data	chr3,104665088,105975808	4	8	randomise_whole_seq	0.35720367431640626
data	chr3,104665088,105975808	4	8	mask_motif	0.35720367431640626
data	chr3,104665088,105975808	4	8	permute_motif	0.35720367431640626
data	chr3,104665088,105975808	4	8	randomise_motif	0.35720367431640626
data	chr3,104665088,105975808	4	12	permute_whole_seq	0.35720367431640626
data	chr3,104665088,105975808	4	12	randomise_whole_seq	0.35720367431640626
data	chr3,104665088,105975808	4	12	mask_motif	0.35720367431640626
data	chr3,104665088,105975808	4	12	permute_motif	0.35720367431640626
data	chr3,104665088,105975808	4	12	randomise_motif	0.35720367431640626
data	chr3,104665088,105975808	8	4	permute_whole_seq	0.35720367431640626
data	chr3,104665088,105975808	8	4	randomise_whole_seq	0.35720367431640626
data	chr3,104665088,105975808	8	4	mask_motif	0.35720367431640626
data	chr3,104665088,105975808	8	4	permute_motif	0.35720367431640626
data	chr3,104665088,105975808	8	4	randomise_motif	0.35720367431640626
data	chr3,104665088,105975808	8	8	permute_whole_seq	0.35720367431640626
data	chr3,104665088,105975808	8	8	randomise_whole_seq	0.35720367431640626
data	chr3,104665088,105975808	8	8	mask_motif	0.35720367431640626
data	chr3,104665088,105975808	8	8	permute_motif	0.35720367431640626
data	chr3,104665088,105975808	8	8	randomise_motif	0.35720367431640626
data	chr3,104665088,105975808	8	12	permute_whole_seq	0.35720367431640626
data	chr3,104665088,105975808	8	12	randomise_whole_seq	0.35720367431640626
data	chr3,104665088,105975808	8	12	mask_motif	0.35720367431640626
data	chr3,104665088,105975808	8	12	permute_motif	0.35720367431640626
data	chr3,104665088,105975808	8	12	randomise_motif	0.35720367431640626
data	chr1,185923584,187234304	2	4	permute_whole_seq	0.36508636474609374
data	chr1,185923584,187234304	2	4	randomise_whole_seq	0.36508636474609374
data	chr1,185923584,187234304	2	4	mask_motif	0.36508636474609374
data	chr1,185923584,187234304	2	4	permute_motif	0.36508636474609374
data	chr1,185923584,187234304	2	4	randomise_motif	0.36508636474609374
data	chr1,185923584,187234304	2	8	permute_whole_seq	0.36508636474609374
data	chr1,185923584,187234304	2	8	randomise_whole_seq	0.36508636474609374
data	chr1,185923584,187234304	2	8	mask_motif	0.36508636474609374
data	chr1,185923584,187234304	2	8	permute_motif	0.36508636474609374
data	chr1,185923584,187234304	2	8	randomise_motif	0.36508636474609374
data	chr1,185923584,187234304	2	12	permute_whole_seq	0.36508636474609374
data	chr1,185923584,187234304	2	12	randomise_whole_seq	0.36508636474609374
data	chr1,185923584,187234304	2	12	mask_motif	0.36508636474609374
data	chr1,185923584,187234304	2	12	permute_motif	0.36508636474609374
data	chr1,185923584,187234304	2	12	randomise_motif	0.36508636474609374
data	chr1,185923584,187234304	4	4	permute_whole_seq	0.36508636474609374
data	chr1,185923584,187234304	4	4	randomise_whole_seq	0.36508636474609374
data	chr1,185923584,187234304	4	4	mask_motif	0.36508636474609374
data	chr1,185923584,187234304	4	4	permute_motif	0.36508636474609374
data	chr1,185923584,187234304	4	4	randomise_motif	0.36508636474609374
data	chr1,185923584,187234304	4	8	permute_whole_seq	0.36508636474609374
data	chr1,185923584,187234304	4	8	randomise_whole_seq	0.36508636474609374
data	chr1,185923584,187234304	4	8	mask_motif	0.36508636474609374
data	chr1,185923584,187234304	4	8	permute_motif	0.36508636474609374
data	chr1,185923584,187234304	4	8	randomise_motif	0.36508636474609374
data	chr1,185923584,187234304	4	12	permute_whole_seq	0.36508636474609374
data	chr1,185923584,187234304	4	12	randomise_whole_seq	0.36508636474609374
data	chr1,185923584,187234304	4	12	mask_motif	0.36508636474609374
data	chr1,185923584,187234304	4	12	permute_motif	0.36508636474609374
data	chr1,185923584,187234304	4	12	randomise_motif	0.36508636474609374
data	chr1,185923584,187234304	8	4	permute_whole_seq	0.36508636474609374
data	chr1,185923584,187234304	8	4	randomise_whole_seq	0.36508636474609374
data	chr1,185923584,187234304	8	4	mask_motif	0.36508636474609374
data	chr1,185923584,187234304	8	4	permute_motif	0.36508636474609374
data	chr1,185923584,187234304	8	4	randomise_motif	0.36508636474609374
data	chr1,185923584,187234304	8	8	permute_whole_seq	0.36508636474609374
data	chr1,185923584,187234304	8	8	randomise_whole_seq	0.36508636474609374
data	chr1,185923584,187234304	8	8	mask_motif	0.36508636474609374
data	chr1,185923584,187234304	8	8	permute_motif	0.36508636474609374
data	chr1,185923584,187234304	8	8	randomise_motif	0.36508636474609374
data	chr1,185923584,187234304	8	12	permute_whole_seq	0.36508636474609374
data	chr1,185923584,187234304	8	12	randomise_whole_seq	0.36508636474609374
data	chr1,185923584,187234304	8	12	mask_motif	0.36508636474609374
data	chr1,185923584,187234304	8	12	permute_motif	0.36508636474609374
data	chr1,185923584,187234304	8	12	randomise_motif	0.36508636474609374
data	chr3,180307968,181618688	2	4	permute_whole_seq	0.3730003356933594
data	chr3,180307968,181618688	2	4	randomise_whole_seq	0.3730003356933594
data	chr3,180307968,181618688	2	4	mask_motif	0.3730003356933594
data	chr3,180307968,181618688	2	4	permute_motif	0.3730003356933594
data	chr3,180307968,181618688	2	4	randomise_motif	0.3730003356933594
data	chr3,180307968,181618688	2	8	permute_whole_seq	0.3730003356933594
data	chr3,180307968,181618688	2	8	randomise_whole_seq	0.3730003356933594
data	chr3,180307968,181618688	2	8	mask_motif	0.3730003356933594
data	chr3,180307968,181618688	2	8	permute_motif	0.3730003356933594
data	chr3,180307968,181618688	2	8	randomise_motif	0.3730003356933594
data	chr3,180307968,181618688	2	12	permute_whole_seq	0.3730003356933594
data	chr3,180307968,181618688	2	12	randomise_whole_seq	0.3730003356933594
data	chr3,180307968,181618688	2	12	mask_motif	0.3730003356933594
data	chr3,180307968,181618688	2	12	permute_motif	0.3730003356933594
data	chr3,180307968,181618688	2	12	randomise_motif	0.3730003356933594
data	chr3,180307968,181618688	4	4	permute_whole_seq	0.3730003356933594
data	chr3,180307968,181618688	4	4	randomise_whole_seq	0.3730003356933594
data	chr3,180307968,181618688	4	4	mask_motif	0.3730003356933594
data	chr3,180307968,181618688	4	4	permute_motif	0.3730003356933594
data	chr3,180307968,181618688	4	4	randomise_motif	0.3730003356933594
data	chr3,180307968,181618688	4	8	permute_whole_seq	0.3730003356933594
data	chr3,180307968,181618688	4	8	randomise_whole_seq	0.3730003356933594
data	chr3,180307968,181618688	4	8	mask_motif	0.3730003356933594
